Month,Hour,NightDay,Ninjuredkilled,NinjuredkilledPer1000000,NinjuredkilledSI,NinjuredkilledPer1000000SI,NinjuredkilledMN,NinjuredkilledPer1000000MN,NinjuredkilledBK,NinjuredkilledPer1000000BK,NinjuredkilledQN,NinjuredkilledPer1000000QN,NinjuredkilledBX,NinjuredkilledPer1000000BX
4.0,19.0,4.0,38.0,4.475285178715214,2.3333333333333335,4.930143389698959,11.333333333333334,6.926330731477566,10.666666666666666,4.06846256232535,9.0,3.876670198743959,4.666666666666667,3.2448892415001866
4.0,15.0,4.0,39.666666666666664,4.671569616378162,1.3333333333333333,2.8172247941136903,9.666666666666666,5.907752682730864,13.666666666666666,5.212717657979355,7.0,3.0151879323564126,8.0,5.562667271143177
4.0,17.0,4.0,31.333333333333332,3.6901474280634217,1.3333333333333333,2.8172247941136903,8.333333333333334,5.092890243733504,10.666666666666666,4.06846256232535,6.333333333333333,2.728027176893897,4.666666666666667,3.2448892415001866
4.0,0.0,0.0,12.333333333333334,1.452504838705815,0.0,0.0,4.333333333333333,2.648302926741422,4.0,1.5256734608720064,2.0,0.8614822663875464,2.0,1.3906668177857942
4.0,16.0,4.0,39.666666666666664,4.671569616378162,1.6666666666666667,3.5215309926421132,6.666666666666667,4.0743121949868035,15.0,5.721275478270024,8.666666666666666,3.733089821012701,7.666666666666667,5.330889468178878
4.0,14.0,4.0,36.0,4.239743853519676,1.6666666666666667,3.5215309926421132,7.0,4.278027804736143,12.333333333333334,4.704159837688686,8.666666666666666,3.733089821012701,6.333333333333333,4.403778256321681
4.0,12.0,4.0,23.666666666666668,2.7872390148138613,1.0,2.112918595585268,9.333333333333334,5.704037072981525,7.666666666666667,2.9242074666713456,2.6666666666666665,1.1486430218500618,3.0,2.0860002266786912
4.0,9.0,4.0,23.666666666666668,2.7872390148138613,0.6666666666666666,1.4086123970568452,5.333333333333333,3.2594497559894426,10.333333333333334,3.9413231072526833,5.333333333333333,2.2972860437001237,2.0,1.3906668177857942
4.0,11.0,4.0,23.333333333333332,2.7479821272812717,0.6666666666666666,1.4086123970568452,9.333333333333334,5.704037072981525,6.333333333333333,2.4156496463806767,4.0,1.7229645327750929,3.0,2.0860002266786912
4.0,13.0,4.0,31.666666666666668,3.7294043155960117,0.6666666666666666,1.4086123970568452,9.333333333333334,5.704037072981525,10.333333333333334,3.9413231072526833,6.333333333333333,2.728027176893897,5.0,3.4766670444644854
4.0,8.0,4.0,32.0,3.7686612031286013,1.0,2.112918595585268,6.0,3.666880975488123,11.333333333333334,4.3227414724706845,9.333333333333334,4.020250576475217,4.333333333333333,3.013111438535887
4.0,10.0,4.0,24.333333333333332,2.8657527898790405,1.0,2.112918595585268,7.666666666666667,4.685459024234824,7.666666666666667,2.9242074666713456,5.0,2.153705665968866,3.0,2.0860002266786912
4.0,7.0,4.0,21.333333333333332,2.512440802085734,0.3333333333333333,0.7043061985284226,4.666666666666667,2.8520185364907626,8.0,3.051346921744013,5.0,2.153705665968866,3.3333333333333335,2.3177780296429904
4.0,6.0,4.0,6.333333333333333,0.7458808631192023,0.3333333333333333,0.7043061985284226,2.6666666666666665,1.6297248779947213,2.0,0.7628367304360032,1.0,0.4307411331937732,0.3333333333333333,0.231777802964299
4.0,5.0,2.0,6.666666666666667,0.7851377506517919,0.0,0.0,2.0,1.2222936584960409,3.0,1.1442550956540047,0.3333333333333333,0.14358037773125773,1.3333333333333333,0.927111211857196
4.0,4.0,0.0,5.333333333333333,0.6281102005214335,0.0,0.0,2.0,1.2222936584960409,1.0,0.3814183652180016,1.3333333333333333,0.5743215109250309,1.0,0.6953334088928971
4.0,3.0,0.0,3.6666666666666665,0.43182576285848556,0.0,0.0,1.3333333333333333,0.8148624389973607,1.6666666666666667,0.635697275363336,0.6666666666666666,0.28716075546251546,0.0,0.0
4.0,2.0,0.0,4.666666666666667,0.5495964254562544,0.3333333333333333,0.7043061985284226,2.3333333333333335,1.4260092682453813,0.6666666666666666,0.2542789101453344,1.0,0.4307411331937732,0.3333333333333333,0.231777802964299
4.0,23.0,0.0,16.333333333333332,1.92358748909689,0.3333333333333333,0.7043061985284226,5.0,3.0557341462401024,5.0,1.9070918260900078,2.6666666666666665,1.1486430218500618,3.3333333333333335,2.3177780296429904
4.0,22.0,0.0,18.666666666666668,2.1983857018250177,0.0,0.0,5.333333333333333,3.2594497559894426,6.0,2.2885101913080095,4.333333333333333,1.8665449105063505,3.0,2.0860002266786912
4.0,21.0,0.0,27.0,3.1798078901397573,1.3333333333333333,2.8172247941136903,7.666666666666667,4.685459024234824,8.0,3.051346921744013,4.666666666666667,2.0101252882376084,5.333333333333333,3.708444847428784
4.0,20.0,0.0,38.0,4.475285178715214,1.0,2.112918595585268,10.333333333333334,6.3151839022295455,13.666666666666666,5.212717657979355,5.333333333333333,2.2972860437001237,7.666666666666667,5.330889468178878
4.0,1.0,0.0,3.3333333333333335,0.39256887532589596,0.0,0.0,1.0,0.6111468292480204,1.0,0.3814183652180016,0.3333333333333333,0.14358037773125773,1.0,0.6953334088928971
4.0,18.0,4.0,31.666666666666668,3.7294043155960117,1.0,2.112918595585268,5.666666666666667,3.463165365738783,12.333333333333334,4.704159837688686,5.666666666666667,2.4408664214313815,7.0,4.8673338622502795
3.0,17.0,4.0,34.333333333333336,4.043459415856729,1.3333333333333333,2.8172247941136903,7.0,4.278027804736143,12.333333333333334,4.704159837688686,8.0,3.4459290655501857,5.666666666666667,3.9402226503930837
3.0,10.0,4.0,24.0,2.826495902346451,0.3333333333333333,0.7043061985284226,8.333333333333334,5.092890243733504,6.333333333333333,2.4156496463806767,7.333333333333333,3.15876831008767,1.6666666666666667,1.1588890148214952
3.0,8.0,4.0,29.666666666666668,3.493862990400474,1.0,2.112918595585268,5.0,3.0557341462401024,10.0,3.8141836521800156,8.0,3.4459290655501857,5.666666666666667,3.9402226503930837
3.0,12.0,4.0,22.333333333333332,2.630211464683503,1.0,2.112918595585268,6.333333333333333,3.870596585237463,7.666666666666667,2.9242074666713456,5.0,2.153705665968866,2.3333333333333335,1.6224446207500933
3.0,13.0,4.0,25.333333333333332,2.9835234524768093,0.6666666666666666,1.4086123970568452,8.0,4.8891746339841635,9.0,3.432765286962014,4.333333333333333,1.8665449105063505,3.3333333333333335,2.3177780296429904
3.0,14.0,4.0,33.0,3.88643186572637,2.0,4.225837191170536,6.0,3.666880975488123,12.666666666666666,4.831299292761353,7.666666666666667,3.302348687818928,4.666666666666667,3.2448892415001866
3.0,5.0,0.0,6.333333333333333,0.7458808631192023,0.0,0.0,3.0,1.8334404877440615,1.0,0.3814183652180016,1.0,0.4307411331937732,1.3333333333333333,0.927111211857196
3.0,23.0,0.0,19.666666666666668,2.3161563644227865,0.0,0.0,4.333333333333333,2.648302926741422,8.666666666666666,3.3056258318893468,3.3333333333333335,1.4358037773125774,3.3333333333333335,2.3177780296429904
3.0,22.0,0.0,24.666666666666668,2.90500967741163,0.0,0.0,6.333333333333333,3.870596585237463,10.666666666666666,4.06846256232535,5.333333333333333,2.2972860437001237,2.3333333333333335,1.6224446207500933
3.0,15.0,4.0,47.333333333333336,5.5744780296277225,1.6666666666666667,3.5215309926421132,11.333333333333334,6.926330731477566,15.333333333333334,5.848414933342691,9.0,3.876670198743959,10.0,6.953334088928971
3.0,16.0,4.0,38.333333333333336,4.514542066247804,0.6666666666666666,1.4086123970568452,11.0,6.722615121728225,10.666666666666666,4.06846256232535,9.666666666666666,4.163830954206474,6.333333333333333,4.403778256321681
3.0,20.0,0.0,42.0,4.946367829106289,0.6666666666666666,1.4086123970568452,9.0,5.500321463232185,14.333333333333334,5.4669965681246895,10.666666666666666,4.594572087400247,7.333333333333333,5.099111665214578
3.0,18.0,4.0,40.666666666666664,4.7893402789759305,0.3333333333333333,0.7043061985284226,10.0,6.111468292480205,15.333333333333334,5.848414933342691,10.666666666666666,4.594572087400247,4.333333333333333,3.013111438535887
3.0,19.0,3.0,48.0,5.652991804692902,2.0,4.225837191170536,11.666666666666666,7.1300463412269055,15.666666666666666,5.9755543884153575,10.0,4.307411331937732,8.666666666666666,6.026222877071774
3.0,1.0,0.0,8.0,0.9421653007821503,0.3333333333333333,0.7043061985284226,3.3333333333333335,2.0371560974934018,3.0,1.1442550956540047,0.6666666666666666,0.28716075546251546,0.6666666666666666,0.463555605928598
3.0,21.0,0.0,34.0,4.0042025283241385,0.3333333333333333,0.7043061985284226,9.333333333333334,5.704037072981525,13.666666666666666,5.212717657979355,5.0,2.153705665968866,5.666666666666667,3.9402226503930837
3.0,2.0,0.0,8.333333333333334,0.9814221883147399,0.0,0.0,1.6666666666666667,1.0185780487467009,2.6666666666666665,1.0171156405813375,1.6666666666666667,0.7179018886562887,2.3333333333333335,1.6224446207500933
3.0,3.0,0.0,2.0,0.23554132519553758,0.0,0.0,1.0,0.6111468292480204,0.6666666666666666,0.2542789101453344,0.0,0.0,0.3333333333333333,0.231777802964299
3.0,4.0,0.0,5.666666666666667,0.6673670880540231,0.0,0.0,2.6666666666666665,1.6297248779947213,1.3333333333333333,0.5085578202906688,0.3333333333333333,0.14358037773125773,1.3333333333333333,0.927111211857196
3.0,6.0,2.0,10.666666666666666,1.256220401042867,0.6666666666666666,1.4086123970568452,3.0,1.8334404877440615,3.6666666666666665,1.398534005799339,2.0,0.8614822663875464,1.3333333333333333,0.927111211857196
3.0,7.0,4.0,17.333333333333332,2.041358151694659,1.0,2.112918595585268,2.0,1.2222936584960409,7.0,2.669928556526011,2.6666666666666665,1.1486430218500618,4.666666666666667,3.2448892415001866
3.0,9.0,4.0,24.0,2.826495902346451,0.3333333333333333,0.7043061985284226,5.333333333333333,3.2594497559894426,9.0,3.432765286962014,5.666666666666667,2.4408664214313815,3.6666666666666665,2.549555832607289
3.0,11.0,4.0,21.0,2.4731839145531445,0.3333333333333333,0.7043061985284226,7.666666666666667,4.685459024234824,4.666666666666667,1.7799523710173408,5.0,2.153705665968866,3.3333333333333335,2.3177780296429904
3.0,0.0,0.0,15.666666666666666,1.8450737140317108,0.3333333333333333,0.7043061985284226,4.0,2.4445873169920818,4.666666666666667,1.7799523710173408,3.6666666666666665,1.579384155043835,3.0,2.0860002266786912
2.0,11.0,4.0,24.0,2.826495902346451,1.3333333333333333,2.8172247941136903,7.333333333333333,4.481743414485483,6.666666666666667,2.542789101453344,5.333333333333333,2.2972860437001237,3.3333333333333335,2.3177780296429904
2.0,18.0,2.0,46.333333333333336,5.456707367029954,1.3333333333333333,2.8172247941136903,14.666666666666666,8.963486828970966,12.0,4.577020382616019,10.666666666666666,4.594572087400247,7.666666666666667,5.330889468178878
2.0,22.0,0.0,20.0,2.3554132519553757,0.6666666666666666,1.4086123970568452,5.0,3.0557341462401024,7.333333333333333,2.797068011598678,5.666666666666667,2.4408664214313815,1.3333333333333333,0.927111211857196
2.0,12.0,4.0,23.0,2.708725239748682,1.0,2.112918595585268,7.333333333333333,4.481743414485483,5.0,1.9070918260900078,6.333333333333333,2.728027176893897,3.3333333333333335,2.3177780296429904
2.0,4.0,0.0,5.0,0.5888533129888439,0.0,0.0,2.6666666666666665,1.6297248779947213,1.6666666666666667,0.635697275363336,0.6666666666666666,0.28716075546251546,0.0,0.0
